ax1,ay1,az1,gx1,gy1,gz1,mx1,my1,mz1,ax2,ay2,az2,gx2,gy2,gz2,mx2,my2,mz2
-0.26,0.42,0.82,105.06,-3.63,34.43,72.31,21.03,8.34,0.29,0.51,0.81,110.12,-3.84,-47.15,133.89,70.08,75.98
-0.28,0.51,0.94,121.50,4.84,43.76,72.31,21.03,8.34,0.41,0.50,0.99,116.74,19.91,-42.39,133.89,70.08,75.98
-0.24,0.44,0.83,91.80,-2.49,39.10,72.31,21.03,8.34,0.22,0.60,0.77,79.86,3.46,-26.81,177.80,39.51,101.85
-0.22,0.65,0.77,84.75,-4.61,32.42,72.31,21.03,8.34,0.27,0.68,0.79,90.45,-2.07,-31.32,177.80,39.51,101.85
-0.19,0.61,0.86,81.10,-4.07,32.45,102.48,17.68,47.24,0.25,0.59,0.74,74.75,5.59,-25.00,177.80,39.51,101.85
-0.18,0.66,0.63,66.66,-14.00,24.51,102.48,17.68,47.24,0.21,0.78,0.68,62.23,-9.63,-15.02,177.80,39.51,101.85
-0.15,0.71,0.66,51.44,-14.66,32.22,102.48,17.68,47.24,0.26,0.71,0.68,51.70,-22.58,-5.79,211.25,35.92,114.03
-0.14,0.68,0.75,37.06,-13.02,25.45,110.02,37.79,163.93,0.26,0.71,0.59,46.14,-4.86,-5.04,211.25,35.92,114.03
-0.11,0.73,0.58,49.56,-18.77,26.85,110.02,37.79,163.93,0.23,0.75,0.59,59.30,-17.94,-15.23,211.25,35.92,114.03
-0.09,0.73,0.59,42.72,-27.47,22.65,110.02,37.79,163.93,0.27,0.81,0.59,30.87,-32.17,-1.98,230.07,34.12,139.90
-0.07,0.75,0.63,15.70,-20.97,16.28,115.05,47.85,176.90,0.22,0.78,0.49,25.02,-27.43,5.29,230.07,34.12,139.90
-0.05,0.79,0.54,30.21,-34.07,22.06,115.05,47.85,176.90,0.25,0.83,0.47,56.92,-31.19,-15.00,230.07,34.12,139.90
-0.03,0.74,0.50,40.66,-31.36,22.57,115.05,47.85,176.90,0.34,0.82,0.54,17.90,-47.93,5.42,240.53,32.32,162.74
-0.01,0.84,0.65,7.92,-33.13,17.25,117.57,44.50,196.35,0.29,0.85,0.44,34.97,-32.66,-2.48,240.53,32.32,162.74
0.02,0.85,0.55,47.01,-41.33,23.45,117.57,44.50,196.35,0.34,0.85,0.46,51.95,-33.16,-14.43,240.53,32.32,162.74
0.04,0.76,0.53,26.57,-27.92,18.10,117.57,44.50,196.35,0.33,0.86,0.44,7.39,-37.63,17.63,234.25,34.12,185.57
0.05,0.88,0.64,3.53,-36.11,22.85,120.08,54.55,222.28,0.34,0.85,0.39,40.22,-32.23,-3.03,234.25,34.12,185.57
0.13,0.84,0.53,39.67,-51.42,22.72,120.08,54.55,222.28,0.35,0.89,0.39,39.31,-55.38,-5.41,234.25,34.12,185.57
0.09,0.86,0.50,15.77,-42.20,18.71,120.08,54.55,222.28,0.38,0.88,0.40,7.06,-49.64,20.07,242.62,34.12,194.70
0.13,0.83,0.60,-18.84,-36.07,15.99,120.08,54.55,222.28,0.39,0.83,0.32,-5.91,-30.62,22.51,242.62,34.12,194.70
0.20,0.84,0.53,-6.76,-39.54,12.34,128.88,76.34,257.94,0.47,0.91,0.35,13.62,-41.28,9.27,242.62,34.12,194.70
0.21,0.85,0.55,-11.86,-49.65,21.24,128.88,76.34,257.94,0.54,0.85,0.42,-10.79,-63.55,44.04,225.89,52.10,194.70
0.23,0.77,0.70,-54.44,-58.30,21.05,128.88,76.34,257.94,0.45,0.79,0.20,-28.60,-34.67,49.48,225.89,52.10,194.70
0.32,0.84,0.60,-27.15,-44.59,16.14,123.85,83.05,257.94,0.54,0.94,0.39,-10.07,-36.93,36.99,225.89,52.10,194.70
0.30,0.82,0.63,-65.46,-66.10,21.45,123.85,83.05,257.94,0.59,0.85,0.37,-45.82,-88.27,73.42,225.89,52.10,194.70
0.36,0.79,0.64,-69.26,-89.38,23.50,123.85,83.05,257.94,0.59,0.70,0.16,-14.66,-75.40,41.28,225.89,77.27,197.74
0.41,0.73,0.58,-15.80,-96.30,18.51,108.77,89.75,232.01,0.54,0.82,0.27,1.09,-69.26,31.82,225.89,77.27,197.74
0.39,0.77,0.57,-42.18,-75.55,28.26,108.77,89.75,232.01,0.70,0.75,0.29,-28.12,-103.39,69.57,225.89,77.27,197.74
0.48,0.66,0.77,-64.71,-83.95,30.54,108.77,89.75,232.01,0.74,0.70,0.22,-24.22,-84.62,59.76,196.62,95.25,194.70
0.56,0.68,0.63,-47.68,-89.70,29.49,107.51,108.19,222.28,0.76,0.73,0.17,-12.62,-100.36,57.11,196.62,95.25,194.70
0.57,0.64,0.72,-47.28,-94.14,36.09,107.51,108.19,222.28,0.81,0.70,0.19,-11.08,-75.41,57.60,196.62,95.25,194.70
0.60,0.67,0.60,-51.26,-98.62,31.21,107.51,108.19,222.28,0.78,0.72,0.18,-34.43,-81.69,69.98,190.34,104.24,208.40
0.63,0.61,0.64,-82.22,-82.30,30.43,107.51,108.19,222.28,0.80,0.60,0.01,-38.95,-70.63,77.73,190.34,104.24,208.40
0.69,0.61,0.57,-51.49,-97.57,39.98,99.97,108.19,202.83,0.78,0.64,0.12,-7.52,-57.36,67.32,190.34,104.24,208.40
0.75,0.58,0.39,-69.44,-89.04,44.85,99.97,108.19,202.83,0.86,0.56,0.05,-47.07,-123.32,91.09,177.80,104.24,208.40
0.73,0.45,0.74,-94.16,-68.44,40.39,99.97,108.19,202.83,0.88,0.40,-0.13,-26.76,-55.47,70.77,177.80,104.24,208.40
0.82,0.39,0.39,-42.37,-72.36,34.99,89.91,148.41,183.38,0.81,0.49,-0.02,-17.57,-55.14,61.24,177.80,104.24,208.40
0.82,0.43,0.51,-74.86,-55.74,32.59,89.91,148.41,183.38,0.91,0.40,-0.08,-52.84,-72.55,80.46,177.80,104.24,208.40
0.85,0.32,0.54,-91.52,-48.88,32.87,89.91,148.41,183.38,0.84,0.26,-0.18,-42.86,-54.28,77.93,165.25,122.22,223.62
0.92,0.26,0.33,-76.97,-47.08,33.00,62.26,168.53,202.83,0.90,0.39,-0.11,-41.54,-86.41,76.84,165.25,122.22,223.62
0.86,0.29,0.55,-88.46,-58.43,31.43,62.26,168.53,202.83,0.93,0.19,-0.23,-51.57,-73.50,88.28,165.25,122.22,223.62
0.96,0.10,0.37,-85.53,-59.72,36.03,62.26,168.53,202.83,0.90,0.16,-0.28,-30.98,-71.68,76.98,165.25,122.22,223.62
0.95,0.17,0.53,-74.12,-62.60,36.96,53.46,176.91,167.18,0.95,0.13,-0.26,-39.47,-39.65,70.81,165.25,122.22,223.62
0.99,0.06,0.29,-88.67,-47.45,18.36,53.46,176.91,167.18,0.87,0.06,-0.40,-54.50,-37.38,79.61,165.25,122.22,223.62
0.99,0.08,0.42,-85.98,-45.20,29.19,53.46,176.91,167.18,0.95,0.12,-0.29,-40.50,-39.63,76.74,129.71,170.77,228.18
0.98,0.02,0.30,-81.13,-51.77,24.96,35.86,186.96,167.18,0.88,0.03,-0.37,-64.29,-28.18,79.86,129.71,170.77,228.18
1.02,-0.05,0.23,-122.31,-15.09,22.61,35.86,186.96,167.18,1.00,0.08,-0.43,-77.77,-41.29,102.84,129.71,170.77,228.18
1.02,0.01,0.38,-97.18,-35.65,34.49,35.86,186.96,167.18,0.90,-0.02,-0.39,-50.24,-1.34,90.71,117.16,188.75,231.23
1.01,-0.14,0.14,-112.74,-8.43,42.21,35.86,186.96,167.18,0.82,-0.13,-0.41,-80.29,-7.66,126.43,117.16,188.75,231.23
0.95,-0.25,0.30,-155.53,18.26,44.11,32.09,195.34,118.55,0.98,-0.03,-0.41,-91.55,5.84,133.97,117.16,188.75,231.23
1.05,0.01,0.21,-132.13,-3.19,61.57,32.09,195.34,118.55,0.70,-0.17,-0.54,-51.82,8.14,131.52,60.71,204.94,208.40
0.94,-0.41,0.09,-138.92,45.27,66.20,32.09,195.34,118.55,0.86,-0.35,-0.37,-85.63,9.75,148.96,60.71,204.94,208.40
1.02,-0.30,0.36,-158.79,21.87,58.40,-10.65,191.99,79.66,0.80,-0.27,-0.53,-65.44,24.85,142.76,60.71,204.94,208.40
0.97,-0.39,0.14,-129.13,27.38,66.13,-10.65,191.99,79.66,0.76,-0.42,-0.46,-62.35,37.40,144.55,60.71,204.94,208.40
0.90,-0.49,0.14,-161.94,49.15,71.66,-10.65,191.99,79.66,0.72,-0.41,-0.47,-76.09,48.56,161.03,6.34,222.92,199.27
0.94,-0.49,0.09,-156.81,44.56,71.78,-45.85,198.70,40.76,0.71,-0.54,-0.43,-69.63,30.57,150.55,6.34,222.92,199.27
0.90,-0.66,0.21,-155.53,36.62,66.60,-45.85,198.70,40.76,0.63,-0.64,-0.63,-67.71,38.17,152.87,6.34,222.92,199.27
0.88,-0.58,0.06,-123.25,62.37,70.01,-45.85,198.70,40.76,0.64,-0.50,-0.38,-36.91,89.49,128.12,-83.57,206.73,194.70
0.80,-0.65,0.18,-127.39,51.08,73.51,-87.33,180.26,31.03,0.62,-0.63,-0.49,-67.87,54.39,166.26,-83.57,206.73,194.70
0.86,-0.68,-0.21,-135.67,68.06,87.98,-87.33,180.26,31.03,0.39,-0.75,-0.75,-17.33,78.09,133.90,-83.57,206.73,194.70
0.74,-0.73,-0.06,-74.23,73.70,95.18,-87.33,180.26,31.03,0.62,-0.70,-0.19,-7.50,72.54,126.94,-148.39,179.76,174.91
0.71,-0.84,0.07,-119.00,60.87,92.14,-130.07,150.09,95.86,0.44,-0.82,-0.57,-45.94,70.27,158.40,-148.39,179.76,174.91
0.72,-0.78,-0.21,-125.70,83.01,96.73,-130.07,150.09,95.86,0.30,-0.67,-0.50,-20.93,89.10,148.87,-148.39,179.76,174.91
0.56,-0.87,-0.02,-110.86,58.46,104.68,-130.07,150.09,95.86,0.38,-0.92,-0.29,-26.83,54.08,158.86,-209.03,134.81,152.08
0.61,-0.92,-0.17,-124.11,55.98,106.77,-161.50,104.83,144.49,0.18,-0.65,-0.66,-15.37,56.40,169.59,-209.03,134.81,152.08
0.47,-0.74,-0.26,-98.11,66.50,131.98,-161.50,104.83,144.49,0.11,-0.90,-0.35,18.45,70.88,161.25,-209.03,134.81,152.08
0.41,-1.07,-0.22,-100.50,44.82,121.07,-161.50,104.83,144.49,0.06,-0.94,-0.52,-5.33,60.82,154.11,-261.30,68.28,141.43
0.43,-0.77,-0.48,-66.64,60.97,132.41,-161.50,104.83,144.49,-0.10,-0.77,-0.56,66.58,36.05,140.05,-261.30,68.28,141.43
0.21,-0.85,-0.27,-35.74,53.20,155.39,-190.41,36.12,180.14,0.09,-0.94,-0.06,27.22,62.64,151.69,-261.30,68.28,141.43
0.21,-0.93,-0.23,-100.69,53.43,125.41,-190.41,36.12,180.14,-0.30,-0.85,-0.55,17.52,67.70,152.98,-271.75,-30.61,136.86
0.15,-0.81,-0.60,-54.55,66.51,138.60,-190.41,36.12,180.14,-0.36,-0.88,-0.37,59.07,40.10,125.92,-271.75,-30.61,136.86
0.04,-0.98,-0.38,-41.76,41.60,118.51,-181.61,-25.90,267.66,-0.24,-0.88,-0.25,19.32,52.42,120.27,-271.75,-30.61,136.86
0.02,-0.76,-0.50,-58.49,56.27,96.55,-181.61,-25.90,267.66,-0.46,-0.83,-0.44,36.77,75.65,101.00,-271.75,-30.61,136.86
-0.01,-0.87,-0.61,-18.74,49.55,99.09,-181.61,-25.90,267.66,-0.42,-0.87,-0.26,51.67,42.48,71.64,-250.85,-70.17,139.90
-0.03,-0.78,-0.52,-6.45,41.82,90.24,-170.30,-54.39,316.29,-0.48,-0.82,-0.33,53.60,36.74,73.44,-250.85,-70.17,139.90
-0.07,-0.86,-0.59,3.56,12.41,89.86,-170.30,-54.39,316.29,-0.52,-0.99,-0.36,72.43,15.83,48.24,-250.85,-70.17,139.90
-0.14,-0.84,-0.52,38.64,26.82,80.47,-170.30,-54.39,316.29,-0.40,-0.71,-0.20,84.61,35.79,34.36,-211.12,-118.72,117.07
-0.19,-0.72,-0.47,42.79,26.64,91.32,-146.42,-103.00,326.01,-0.49,-0.67,-0.14,81.18,32.34,56.59,-211.12,-118.72,117.07
-0.24,-0.80,-0.45,17.95,15.63,94.24,-146.42,-103.00,326.01,-0.57,-0.89,-0.17,65.90,25.48,57.08,-211.12,-118.72,117.07
-0.27,-0.84,-0.52,21.96,28.52,82.21,-146.42,-103.00,326.01,-0.63,-0.77,-0.26,82.70,42.34,44.35,-179.75,-131.31,91.20
-0.28,-0.73,-0.58,35.04,23.61,96.66,-117.50,-124.79,342.22,-0.61,-0.79,0.02,83.75,-13.63,63.70,-179.75,-131.31,91.20
-0.45,-0.86,-0.37,20.88,-2.24,95.89,-117.50,-124.79,342.22,-0.63,-0.87,-0.10,73.13,18.84,46.90,-179.75,-131.31,91.20
-0.39,-0.75,-0.58,34.74,46.02,79.64,-117.50,-124.79,342.22,-0.66,-0.63,0.00,58.61,25.54,54.08,-148.39,-161.88,77.50
-0.47,-0.68,-0.50,-3.04,15.07,86.80,-117.50,-124.79,342.22,-0.70,-0.79,-0.00,61.38,3.25,59.16,-148.39,-161.88,77.50
-0.50,-0.76,-0.45,25.52,18.03,90.03,-106.19,-136.52,351.94,-0.85,-0.60,-0.23,98.24,50.17,44.24,-148.39,-161.88,77.50
-0.41,-0.50,-0.76,55.84,32.42,111.99,-106.19,-136.52,351.94,-0.67,-0.59,0.08,95.09,-28.16,73.02,-91.93,-188.85,85.11
-0.64,-0.65,-0.21,22.95,5.79,128.02,-106.19,-136.52,351.94,-0.77,-0.55,0.07,99.50,61.46,77.53,-91.93,-188.85,85.11
-0.57,-0.50,-0.57,34.74,17.94,113.96,-64.71,-138.20,322.77,-0.94,-0.68,0.03,101.45,21.51,72.78,-91.93,-188.85,85.11
-0.65,-0.62,-0.53,39.64,-3.97,113.77,-64.71,-138.20,322.77,-0.70,-0.47,0.32,111.34,-26.50,51.62,-37.57,-178.06,79.02
-0.76,-0.42,-0.20,21.84,27.90,117.50,-64.71,-138.20,322.77,-0.90,-0.36,0.25,64.52,41.61,89.10,-37.57,-178.06,79.02
-0.73,-0.46,-0.65,-7.97,4.57,103.43,-23.22,-159.98,345.46,-0.94,-0.42,0.17,100.02,-21.74,39.92,-37.57,-178.06,79.02
-0.80,-0.25,-0.36,52.27,10.77,96.82,-23.22,-159.98,345.46,-0.72,-0.16,0.44,82.04,2.18,64.61,27.25,-183.45,83.59
-0.79,-0.32,-0.40,-17.97,-3.91,106.11,-23.22,-159.98,345.46,-1.05,-0.31,0.18,57.60,6.61,80.88,27.25,-183.45,83.59
-0.79,-0.20,-0.49,14.34,-14.29,95.95,10.72,-141.55,322.77,-0.93,-0.19,0.22,86.11,-2.45,55.46,27.25,-183.45,83.59
-0.80,-0.23,-0.40,20.44,-6.70,102.99,10.72,-141.55,322.77,-0.97,-0.33,0.25,62.42,-9.98,74.61,66.98,-163.67,100.33
-0.80,-0.18,-0.46,8.38,-29.59,88.87,10.72,-141.55,322.77,-0.98,-0.12,0.28,77.35,-24.96,54.53,66.98,-163.67,100.33
-0.84,-0.07,-0.38,30.50,-25.22,94.30,30.83,-141.55,374.63,-0.88,-0.04,0.38,79.15,-31.28,62.23,66.98,-163.67,100.33
-0.86,-0.06,-0.39,10.35,-47.87,101.61,30.83,-141.55,374.63,-0.99,0.07,0.29,66.58,-40.84,69.61,66.98,-163.67,100.33
-0.85,0.13,-0.35,9.06,-69.19,89.27,30.83,-141.55,374.63,-0.95,-0.04,0.45,46.97,-51.07,70.01,115.07,-154.68,104.90
-0.91,0.07,-0.32,-0.40,-52.29,73.63,52.20,-126.46,313.04,-0.98,0.08,0.37,44.92,-48.37,49.57,115.07,-154.68,104.90
-0.80,0.17,-0.30,-1.71,-78.99,58.22,52.20,-126.46,313.04,-0.80,0.15,0.50,28.47,-83.44,48.61,115.07,-154.68,104.90
-0.89,0.11,-0.02,-15.56,-65.55,50.42,52.20,-126.46,313.04,-0.81,0.11,0.50,15.69,-79.78,49.93,138.07,-116.92,97.29
-0.84,0.20,-0.27,-6.59,-81.99,44.21,66.03,-104.67,290.35,-0.89,0.17,0.43,37.61,-100.19,23.85,138.07,-116.92,97.29
-0.82,0.16,0.02,4.90,-100.79,30.14,66.03,-104.67,290.35,-0.56,0.18,0.68,18.46,-119.83,20.36,138.07,-116.92,97.29
-0.85,0.25,0.11,-9.89,-88.99,24.06,66.03,-104.67,290.35,-0.70,0.29,0.58,9.09,-79.07,25.05,154.80,-95.35,79.02
-0.81,0.32,-0.03,-16.47,-92.53,18.72,71.05,-84.56,180.14,-0.64,0.23,0.72,-7.49,-101.94,22.53,154.80,-95.35,79.02
-0.87,0.23,0.28,-18.10,-112.75,7.55,71.05,-84.56,180.14,-0.61,0.32,0.79,10.69,-97.08,10.78,154.80,-95.35,79.02
-0.89,0.38,0.26,3.14,-101.21,14.08,71.05,-84.56,180.14,-0.54,0.31,0.85,-3.68,-81.70,21.08,156.89,-64.78,74.45
-0.85,0.20,0.39,-41.08,-112.78,-2.72,69.80,-69.48,157.45,-0.58,0.25,0.79,-29.34,-84.03,22.75,156.89,-64.78,74.45
-0.85,0.35,0.30,-14.41,-113.63,-6.55,69.80,-69.48,157.45,-0.53,0.38,0.84,-6.66,-81.41,2.86,156.89,-64.78,74.45
-0.76,0.23,0.44,-24.21,-96.96,-8.99,69.80,-69.48,157.45,-0.38,0.11,0.96,-36.32,-99.66,11.67,138.07,-30.61,51.62
-0.80,0.24,0.54,-32.00,-85.21,-20.76,68.54,-44.34,82.90,-0.44,0.34,0.87,-36.54,-72.48,2.41,138.07,-30.61,51.62
-0.71,0.29,0.46,-41.29,-66.28,-24.25,68.54,-44.34,82.90,-0.27,0.19,0.99,-54.57,-88.03,9.77,138.07,-30.61,51.62
-0.74,0.16,0.67,-43.14,-62.84,-27.11,68.54,-44.34,82.90,-0.32,0.21,0.89,-25.79,-67.28,-7.27,133.89,5.35,39.45
-0.70,0.22,0.60,-10.90,-54.77,-24.04,68.54,-44.34,82.90,-0.09,0.27,1.15,-47.60,-72.56,6.27,133.89,5.35,39.45
-0.71,0.08,0.75,-72.14,-62.32,-30.23,58.48,-51.04,63.45,-0.24,0.06,0.85,-54.20,-65.12,7.26,133.89,5.35,39.45
-0.64,0.14,0.60,-10.15,-60.18,-22.33,58.48,-51.04,63.45,-0.10,0.14,1.02,-16.97,-56.25,-12.68,108.80,16.14,21.18
-0.59,-0.01,0.79,-33.74,-49.80,-25.44,58.48,-51.04,63.45,-0.02,0.04,1.12,-64.25,-62.61,20.58,108.80,16.14,21.18
-0.63,0.10,0.80,-46.53,-37.89,-23.40,40.89,-40.98,5.10,-0.14,0.05,0.83,-16.55,-30.99,-10.20,108.80,16.14,21.18
-0.54,0.03,0.62,8.42,-59.23,-22.06,40.89,-40.98,5.10,0.03,0.05,1.04,-19.33,-38.24,-11.71,108.80,16.14,21.18
-0.54,-0.01,0.81,-28.12,-41.39,-20.10,40.89,-40.98,5.10,-0.02,0.06,0.98,-37.70,-49.71,4.06,85.80,39.51,22.70
-0.55,0.05,0.78,-13.72,-44.30,-16.77,32.09,-19.19,-17.59,-0.05,-0.00,0.85,-0.18,-35.41,-13.79,85.80,39.51,22.70
-0.40,-0.08,0.68,7.46,-53.19,-16.54,32.09,-19.19,-17.59,0.13,-0.09,1.03,-1.26,-63.84,-15.91,85.80,39.51,22.70
-0.44,-0.06,0.91,-9.06,-33.33,-16.32,32.09,-19.19,-17.59,0.15,-0.02,1.01,-25.47,-65.99,1.71,81.62,64.68,22.70
-0.49,-0.04,0.87,-8.61,-37.12,-18.30,20.77,-7.46,-59.73,0.17,-0.04,1.00,0.16,-46.81,-23.58,81.62,64.68,22.70
-0.44,-0.07,0.95,15.27,-44.80,-16.12,20.77,-7.46,-59.73,0.30,-0.06,1.14,-18.71,-36.65,-5.33,81.62,64.68,22.70
-0.42,-0.07,1.00,-28.05,-30.91,-17.11,20.77,-7.46,-59.73,0.14,-0.04,0.92,-33.19,-13.88,4.60,62.80,80.87,18.14
-0.35,-0.02,0.83,-0.46,-27.69,-19.82,20.77,-10.81,-92.15,0.20,0.01,0.95,11.25,-40.72,-27.42,62.80,80.87,18.14
-0.38,-0.08,0.93,21.69,-37.96,-12.99,20.77,-10.81,-92.15,0.29,-0.05,1.02,-6.14,-31.95,-9.16,62.80,80.87,18.14
-0.35,-0.14,0.94,-14.94,-21.55,-13.51,20.77,-10.81,-92.15,0.23,-0.09,0.93,-20.36,-23.99,-3.21,79.52,91.66,12.05
-0.34,-0.05,0.90,3.65,-19.14,-13.02,20.77,-10.81,-92.15,0.27,-0.02,0.98,3.07,-18.97,-16.73,79.52,91.66,12.05
-0.35,-0.16,0.95,4.61,-17.00,-13.06,17.00,-5.79,-88.90,0.31,-0.14,1.05,-13.25,-22.03,-6.24,79.52,91.66,12.05
-0.35,-0.07,0.96,-7.76,-14.26,-12.29,17.00,-5.79,-88.90,0.26,-0.03,0.95,-2.05,-8.77,-11.03,66.98,91.66,5.96
-0.31,-0.06,0.96,13.11,-12.71,-9.04,17.00,-5.79,-88.90,0.31,-0.12,0.97,7.95,-2.65,-14.58,66.98,91.66,5.96
-0.32,-0.14,0.95,9.22,-3.79,-8.81,19.52,-2.43,-108.35,0.32,-0.06,1.02,-7.20,4.72,-8.55,66.98,91.66,5.96
-0.26,-0.05,0.92,-6.81,-16.13,-12.10,19.52,-2.43,-108.35,0.25,0.01,0.87,1.74,4.34,-8.36,58.61,77.27,2.92
-0.28,-0.03,0.88,19.94,0.21,-2.27,19.52,-2.43,-108.35,0.30,-0.05,0.88,27.57,-20.49,-21.38,58.61,77.27,2.92
-0.27,-0.08,0.94,33.10,-5.16,1.17,19.52,-2.43,-108.35,0.40,-0.00,1.07,8.79,-17.59,-14.00,58.61,77.27,2.92
-0.27,-0.08,1.03,-7.26,-9.45,-7.19,19.52,-2.43,-108.35,0.30,-0.09,0.94,-9.80,2.42,-1.15,58.61,77.27,2.92
-0.30,-0.05,0.95,13.21,-4.36,-4.81,19.52,-2.43,-108.35,0.31,0.03,0.95,21.54,1.10,-19.73,79.52,106.04,2.92
-0.33,0.03,1.01,17.42,14.53,-0.95,24.54,17.68,-101.87,0.38,-0.02,1.04,13.03,1.09,-12.16,79.52,106.04,2.92
-0.26,-0.16,0.95,5.07,-6.96,-4.68,24.54,17.68,-101.87,0.33,-0.06,1.00,-10.89,-7.74,-6.05,79.52,106.04,2.92
-0.31,-0.01,1.01,-7.94,3.74,-15.89,24.54,17.68,-101.87,0.35,0.06,0.91,-9.56,11.21,-11.12,85.80,89.86,-10.78
-0.27,-0.03,0.91,8.91,16.76,-11.09,24.54,17.68,-101.87,0.30,-0.02,0.93,7.45,7.61,-20.80,85.80,89.86,-10.78
-0.29,-0.05,0.90,6.98,33.20,-9.76,28.31,-0.76,-118.08,0.36,0.11,0.89,-2.82,6.10,-10.77,85.80,89.86,-10.78
-0.27,0.03,0.93,-3.96,30.69,-5.29,28.31,-0.76,-118.08,0.26,-0.04,0.92,9.35,0.92,-5.00,89.98,79.07,-1.65
-0.46,-0.12,1.08,-3.58,57.24,-8.87,28.31,-0.76,-118.08,0.35,0.02,0.95,-10.88,-6.71,-4.15,89.98,79.07,-1.65
-0.32,-0.04,0.95,7.52,1.31,-2.73,23.29,-7.46,-53.25,0.30,0.00,0.96,-1.36,13.30,-4.65,89.98,79.07,-1.65
-0.34,-0.05,0.92,6.47,-6.23,-1.71,23.29,-7.46,-53.25,0.28,0.02,0.95,1.50,8.71,-2.61,85.80,75.47,-10.78
-0.32,-0.04,0.91,9.95,-26.12,3.62,23.29,-7.46,-53.25,0.30,0.01,0.95,-0.63,2.21,1.57,85.80,75.47,-10.78
-0.31,-0.04,0.92,1.43,-2.66,0.82,34.60,-2.43,-24.07,0.30,0.00,0.94,0.04,6.85,1.20,85.80,75.47,-10.78
-0.32,-0.13,0.94,3.86,3.32,2.40,34.60,-2.43,-24.07,0.30,0.10,0.93,6.55,21.35,0.01,85.80,86.26,1.39
-0.28,-0.05,0.83,24.96,-2.24,7.13,34.60,-2.43,-24.07,0.27,0.02,0.98,5.62,23.56,-2.37,85.80,86.26,1.39
-0.25,-0.02,0.87,22.68,-20.18,-0.21,34.60,4.27,-62.97,0.24,-0.04,0.96,-6.81,-1.29,-2.92,85.80,86.26,1.39
-0.29,-0.10,0.91,-10.75,-24.57,-9.22,34.60,4.27,-62.97,0.27,0.08,0.93,-4.63,5.97,1.92,85.80,86.26,1.39
-0.27,0.00,0.97,8.21,-29.36,-7.29,34.60,4.27,-62.97,0.26,-0.01,0.96,0.12,15.45,-2.33,81.62,79.07,-1.65
-0.26,0.02,0.92,-1.69,-24.13,-5.67,30.83,-0.76,-72.70,0.29,0.10,0.93,-1.40,14.12,-0.67,81.62,79.07,-1.65
-0.23,0.02,0.96,-2.70,-44.19,1.01,30.83,-0.76,-72.70,0.23,0.01,0.99,0.65,21.91,0.59,81.62,79.07,-1.65
-0.19,-0.03,0.97,-3.51,-36.67,-1.02,30.83,-0.76,-72.70,0.21,-0.02,0.98,-0.50,24.96,0.02,94.16,64.68,-19.92
-0.22,-0.02,0.96,-3.23,-37.93,-3.61,39.63,10.97,-62.97,0.22,0.04,0.96,-1.29,13.57,-1.12,94.16,64.68,-19.92
-0.12,0.03,1.01,24.35,-68.02,-3.11,39.63,10.97,-62.97,0.22,0.00,0.92,-1.54,25.26,0.37,94.16,64.68,-19.92
-0.14,-0.04,0.98,3.23,-33.53,0.25,39.63,10.97,-62.97,0.13,-0.03,1.05,0.31,33.87,0.08,100.43,59.29,-9.26
-0.04,0.05,1.00,7.69,-60.38,5.75,39.63,10.97,-62.97,0.19,0.03,1.00,-1.30,22.40,-3.15,100.43,59.29,-9.26
-0.02,0.01,1.01,3.09,-31.54,0.71,39.63,10.97,-56.49,0.15,0.03,0.98,-1.98,12.73,-5.84,100.43,59.29,-9.26
-0.05,-0.00,0.99,1.46,-23.88,-7.59,39.63,10.97,-56.49,0.13,-0.00,0.98,-2.51,22.15,-5.67,89.98,61.09,-16.87
-0.02,-0.05,1.00,-2.08,-13.41,-6.02,39.63,10.97,-56.49,0.11,-0.02,1.04,0.66,54.56,-8.07,89.98,61.09,-16.87
-0.01,0.05,0.99,-0.64,-4.23,0.82,48.43,19.36,-66.21,0.13,0.03,0.97,-0.72,5.40,-2.88,89.98,61.09,-16.87
-0.00,0.01,1.00,-1.29,-1.08,0.28,48.43,19.36,-66.21,0.09,-0.02,0.91,-1.41,13.05,-4.83,89.98,61.09,-16.87
0.05,-0.02,0.96,-0.01,0.95,-1.72,48.43,19.36,-66.21,0.09,-0.06,0.79,-3.68,62.36,-18.56,85.80,39.51,-19.92
-0.01,-0.07,0.98,5.49,19.49,-32.71,39.63,27.74,-43.52,0.02,0.03,1.00,-1.08,7.61,-5.76,85.80,39.51,-19.92
-0.08,-0.03,0.99,-0.14,0.08,0.64,39.63,27.74,-43.52,-0.01,-0.03,1.01,-0.02,0.27,2.40,85.80,39.51,-19.92
0.02,0.02,1.00,-1.81,-2.79,-0.81,39.63,27.74,-43.52,0.02,0.01,0.99,0.12,-0.56,-1.18,89.98,7.15,-16.87
-0.02,-0.00,1.00,-1.09,-2.83,-4.62,29.57,14.33,-62.97,0.01,0.02,1.01,-0.23,0.27,-7.35,89.98,7.15,-16.87
-0.02,0.00,1.00,2.12,2.07,-2.74,29.57,14.33,-62.97,-0.01,-0.01,1.00,-0.08,-0.02,3.90,89.98,7.15,-16.87
-0.01,0.01,1.00,-0.66,-0.76,4.94,29.57,14.33,-62.97,0.03,0.01,0.97,0.30,-2.88,0.41,89.98,17.93,-19.92
-0.04,-0.01,0.97,-0.03,-1.05,-1.76,29.57,14.33,-62.97,0.02,0.01,1.00,0.02,0.14,-4.29,89.98,17.93,-19.92
